,age,pace,shooting,passing,dribbling,defending,physic,skill_dribbling,skill_fk_accuracy,skill_long_passing,skill_ball_control,value_eur,league_level
3085,26,77,68,61,73,34,62,72,65,48,71,2000000,1
3086,25,50,38,53,48,73,67,39,34,64,59,1500000,1
3087,27,80,67,71,72,59,72,69,69,68,71,1700000,2
3088,27,78,68,69,74,41,52,73,75,66,72,1900000,1
3089,24,81,55,68,69,68,62,66,68,67,66,1500000,1
3091,25,81,67,67,72,31,52,72,70,63,70,1900000,1
3093,27,77,53,66,67,37,69,69,35,57,65,1700000,2
3094,23,51,62,73,64,63,75,63,63,75,74,1200000,1
3096,25,77,34,53,51,68,81,38,54,63,62,1500000,2
3097,25,58,67,75,67,53,61,61,74,74,81,1700000,1
3098,21,68,68,65,72,64,80,70,55,64,76,1300000,1
3099,21,76,44,65,66,69,75,62,65,62,69,1100000,1
3100,23,77,61,67,72,58,63,71,45,68,72,1500000,1
3101,20,77,70,59,71,39,73,72,27,45,72,1500000,2
3102,27,70,28,57,56,70,75,53,25,63,57,1500000,1
3103,27,52,50,61,46,74,73,41,73,67,51,1500000,1
3105,23,82,69,61,72,29,58,70,59,43,70,1700000,1
3106,23,66,56,65,68,69,67,66,63,69,71,1200000,1
3107,23,76,69,65,73,48,70,75,63,57,72,1500000,2
3108,25,66,60,65,69,69,85,68,63,66,73,1700000,1
3109,29,78,64,68,70,54,72,67,63,69,69,1600000,1
3110,23,84,40,64,66,68,71,63,49,64,65,1300000,1
3111,23,77,66,68,75,31,50,73,72,49,75,1500000,2
3112,23,80,68,66,72,32,66,75,63,68,73,1500000,1
3113,24,85,51,63,71,69,69,69,45,58,75,1500000,1
3114,28,72,66,66,77,56,62,80,76,65,74,1600000,1
3115,27,65,57,66,67,63,74,62,70,68,70,1400000,1
3116,26,76,66,68,75,28,58,75,58,70,74,2000000,1
3117,25,90,71,63,74,39,72,75,50,64,71,1700000,1
3118,25,78,53,68,73,65,63,74,54,60,70,1700000,1
3119,24,77,53,67,71,68,71,69,70,68,72,1500000,1
3120,30,85,53,67,68,66,70,65,62,67,67,1300000,2
3121,22,90,62,60,75,24,39,75,61,43,71,1500000,2
3123,23,82,62,70,71,59,70,66,70,70,75,1500000,1
3124,22,85,66,63,73,43,63,74,54,57,71,1300000,1
3125,23,76,57,70,74,57,71,74,59,71,76,1500000,1
3126,28,61,67,75,71,37,50,68,79,78,76,1600000,1
3127,24,92,67,62,75,27,61,74,60,53,72,1700000,1
3128,25,66,65,72,71,63,67,70,65,77,73,1700000,1
3129,27,76,62,70,70,64,74,69,71,71,72,1700000,1
3130,24,83,70,52,67,31,67,69,61,44,65,1900000,1
3131,22,79,54,67,75,67,65,75,57,67,76,1100000,1
3132,23,75,36,52,58,72,68,55,35,54,58,1300000,1
3133,23,71,38,54,59,72,73,54,32,57,62,1300000,1
3134,23,85,52,66,73,69,70,72,54,68,73,1300000,1
3135,24,52,46,53,47,72,76,41,62,53,58,1500000,1
3136,24,71,57,67,71,69,71,69,58,72,74,1700000,1
3137,23,74,69,67,74,36,63,75,66,61,75,1500000,2
3138,22,75,71,56,72,28,77,74,54,48,72,1500000,2
3140,24,78,72,58,72,35,52,70,66,27,71,1900000,1
3141,26,65,26,45,46,71,79,36,39,48,55,1600000,1
3142,21,72,64,74,72,59,64,70,68,68,76,1300000,1
3143,24,61,54,69,71,66,71,72,59,76,74,1400000,1
3144,22,81,68,61,72,31,70,73,51,59,70,1300000,1
3146,23,90,69,62,73,31,71,74,35,53,69,1500000,2
3147,22,65,71,55,68,37,63,70,60,45,71,1500000,2
3148,25,71,56,66,66,66,76,65,72,70,70,1500000,2
3149,23,53,32,48,50,72,71,43,24,58,59,1300000,1
3151,25,68,61,70,73,37,61,76,64,73,74,1900000,1
3152,27,70,45,54,51,71,72,44,46,54,58,1500000,1
3153,32,62,60,71,70,61,66,71,69,70,73,1100000,1
3155,28,85,57,66,73,31,41,71,62,55,69,1700000,1
3156,26,66,71,52,68,29,63,70,63,45,65,2000000,1
3157,28,78,57,68,71,68,76,73,71,60,71,1400000,1
3158,24,90,57,63,75,34,57,74,59,49,76,1700000,1
3159,22,76,52,61,68,67,82,70,45,63,68,1100000,2
3160,23,92,60,65,72,37,72,73,59,57,73,1500000,2
3161,21,63,49,71,69,62,73,65,59,73,77,1100000,1
3162,25,79,56,66,75,69,83,79,36,69,72,1700000,1
3163,22,81,68,65,77,28,60,77,58,63,76,1500000,2
3164,24,71,72,57,64,34,65,57,68,40,70,1900000,1
3165,23,83,67,62,76,30,55,78,58,50,74,1500000,1
3166,25,78,70,65,75,32,58,75,49,64,76,1900000,1
3169,25,33,44,57,48,67,82,43,45,64,61,1500000,2
3170,21,76,66,72,74,58,58,73,54,73,74,1300000,1
3171,21,82,70,52,67,30,66,66,35,35,70,1500000,1
3172,20,78,61,65,78,41,62,79,42,65,75,1500000,1
3173,23,77,66,70,71,61,73,68,62,71,72,1500000,1
3174,22,78,64,68,77,27,48,78,72,61,77,1500000,1
3175,22,67,37,38,38,74,75,22,39,42,51,1100000,1
3176,25,72,68,70,71,32,55,71,63,68,72,1900000,1
3177,25,65,34,55,55,72,70,46,32,62,60,1500000,1
3178,24,76,70,67,71,35,64,72,58,64,70,1700000,1
3179,22,61,28,50,56,70,75,48,25,48,65,1100000,1
3182,25,70,55,63,67,72,78,64,63,64,68,1500000,2
3183,24,84,64,66,74,32,70,76,63,58,73,1700000,1
3184,27,71,40,60,61,69,79,57,59,56,66,1500000,1
3185,29,86,65,54,71,34,78,71,36,52,70,1600000,1
3186,23,90,59,61,74,24,56,75,41,59,70,1700000,1
3187,23,76,60,67,76,30,55,78,54,68,74,1700000,1
3188,24,56,31,42,41,71,81,31,30,54,59,1500000,2
3189,23,75,66,72,69,44,66,68,62,70,70,1700000,1
3190,26,77,67,67,73,47,65,75,59,63,71,2000000,1
3191,22,69,61,66,66,67,69,65,57,75,67,1300000,2
3192,21,87,49,64,70,66,73,70,41,64,68,1300000,1
3193,22,89,66,65,73,27,58,72,63,61,70,1300000,1
3194,27,74,53,72,73,41,75,74,72,74,70,1700000,1
3195,23,65,36,42,50,72,72,44,56,49,54,1300000,1
3196,27,71,68,60,75,28,56,75,68,55,72,1900000,2
3197,21,76,46,65,71,68,71,72,23,66,71,1100000,1
3198,26,77,68,71,73,32,57,72,77,70,72,1800000,1
3199,26,65,39,60,51,68,78,40,47,65,62,1500000,1
3200,21,73,41,56,55,72,69,45,31,57,62,1100000,1
3201,22,85,64,62,74,29,63,72,35,48,74,1300000,1
3202,25,59,33,44,42,71,72,35,32,47,48,1500000,1
3203,25,84,70,58,71,29,63,72,56,54,68,1900000,2
3205,21,77,50,61,70,69,74,73,74,59,69,1100000,1
3206,23,60,39,56,52,71,75,47,57,60,63,1300000,1
3207,26,72,71,47,58,34,77,54,66,44,61,2000000,1
3208,21,94,55,58,75,24,40,76,37,38,70,1500000,1
3209,25,56,37,41,39,73,70,29,40,49,49,1500000,1
3210,26,81,66,66,72,63,58,70,65,65,69,1800000,1
3211,21,85,66,65,73,32,65,74,52,57,70,1300000,1
3212,23,83,70,56,71,27,60,70,54,44,70,1700000,1
3213,22,81,63,65,73,50,68,74,53,63,74,1500000,1
3214,26,75,65,70,70,55,67,70,71,62,72,2000000,1
3215,21,92,66,48,71,37,73,70,51,44,71,1500000,1
3216,21,81,70,61,71,29,64,68,41,54,71,1500000,2
3217,23,81,72,62,68,28,62,66,72,59,65,1700000,1
3218,21,81,69,60,73,28,67,73,73,52,75,1500000,1
3219,24,73,69,52,70,36,57,72,56,40,68,1900000,1
3220,24,75,29,52,52,71,64,45,44,56,52,1500000,1
3221,23,68,47,65,65,72,72,63,48,70,66,1200000,1
3222,29,85,65,60,76,33,68,76,61,48,76,1500000,1
3224,28,73,71,70,73,46,60,72,87,65,72,1600000,1
3225,27,90,69,65,77,25,66,75,72,60,76,1900000,1
3226,27,76,68,49,72,29,63,73,40,44,67,1900000,1
3227,22,74,69,67,75,29,58,74,70,59,73,1300000,1
3228,29,53,57,65,59,67,80,57,65,67,64,1200000,1
3229,23,72,58,65,65,67,79,61,55,69,69,1200000,2
3231,23,72,74,55,69,36,61,69,57,56,72,1700000,1
3232,22,73,39,66,72,71,63,71,43,67,70,1100000,1
3233,21,68,32,47,44,69,74,29,25,64,60,1100000,1
3234,23,86,63,61,80,35,65,80,39,52,79,1700000,1
3235,28,85,65,60,70,34,76,69,53,55,68,1700000,1
3236,19,79,28,56,54,68,73,40,28,58,66,1000000,1
3237,20,90,67,63,75,27,66,74,62,56,74,1300000,1
3238,19,77,62,64,78,33,57,77,69,48,81,1400000,2
3239,29,69,31,51,59,71,70,57,41,55,59,1300000,1
3240,23,76,63,69,73,54,63,71,71,69,75,1700000,1
3241,24,62,38,34,37,74,75,24,22,39,47,1500000,1
3242,22,61,31,53,54,71,67,46,34,61,59,1100000,1
3243,25,76,51,60,74,69,83,76,47,66,72,1500000,1
3244,25,67,68,46,65,28,69,63,27,35,67,1900000,1
3245,20,69,68,51,68,28,68,65,45,38,73,1500000,1
3246,19,78,37,58,64,70,72,61,39,56,63,1000000,1
3247,18,85,59,64,74,42,63,75,37,61,73,1200000,1
3248,19,67,57,69,74,61,60,75,47,72,74,1200000,2
3249,25,63,61,72,71,40,50,71,76,72,75,1900000,1
3250,22,66,56,67,70,62,67,68,57,70,70,1300000,1
3251,24,71,50,59,67,71,71,65,48,64,66,1500000,1
3252,27,67,65,52,66,31,65,65,38,51,72,1900000,1
3253,23,82,69,49,66,28,74,65,61,30,68,1700000,1
3254,24,64,48,59,62,71,78,58,38,66,67,1400000,1
3255,21,80,66,60,74,27,51,75,52,50,72,1500000,1
3256,25,49,44,39,42,72,77,31,35,43,53,1500000,1
3257,21,69,68,64,69,64,72,71,30,67,73,1300000,1
3259,19,62,55,71,70,63,71,71,63,73,77,1200000,1
3260,20,78,60,65,70,69,68,69,32,64,72,1100000,2
3261,28,68,28,32,39,72,79,27,25,28,49,1400000,1
3267,26,72,70,69,73,62,72,74,70,69,75,1800000,1
3268,24,76,69,70,68,27,64,67,66,67,72,1900000,1
3269,23,92,59,59,76,28,41,75,40,52,72,1500000,1
3270,21,75,73,60,74,28,59,78,52,51,72,1500000,1
3271,20,83,70,62,75,29,61,75,32,58,71,1300000,1
3272,26,88,68,62,77,32,59,78,69,62,74,1800000,1
3273,27,64,47,48,55,71,73,53,47,51,54,1500000,1
3274,28,79,64,63,79,34,54,80,65,63,76,1600000,1
3275,25,70,35,47,54,70,73,48,33,47,59,1500000,1
3276,21,78,43,61,69,69,76,71,60,57,66,1100000,1
3277,20,81,54,68,71,70,63,70,57,65,71,1100000,1
3278,22,70,56,63,66,69,70,62,60,71,69,1100000,1
3279,25,77,47,60,63,69,80,60,40,63,65,1500000,1
3280,21,62,72,48,63,30,76,63,38,45,66,1500000,1
3281,24,78,58,64,73,70,71,75,50,58,73,1500000,1
3282,30,82,62,67,75,38,60,75,67,62,72,1300000,1
3283,19,66,40,47,54,71,73,49,27,54,59,1000000,1
3284,25,82,67,50,75,35,59,71,34,49,73,1900000,1
3285,20,79,55,67,72,68,66,72,68,59,70,1100000,1
3286,24,70,38,52,52,70,71,38,42,55,69,1500000,1
3287,20,83,42,62,69,68,69,67,50,59,71,1100000,1
3288,20,86,69,66,75,34,52,74,71,66,74,1500000,1
3289,21,76,50,65,64,68,62,56,45,67,74,1100000,1
3291,19,80,61,62,75,39,61,77,45,65,72,1400000,1
3292,26,71,53,60,69,71,70,65,37,73,73,1500000,2
3293,20,55,30,46,41,69,78,32,24,55,52,1100000,1
3294,18,90,67,61,74,28,56,74,30,54,74,1200000,1
3295,18,79,61,66,74,27,56,75,51,60,74,1200000,1
3296,21,71,35,51,55,71,71,49,32,56,62,1100000,1
3297,21,86,66,59,73,28,66,74,46,50,69,1500000,1
3298,21,75,67,68,77,47,59,76,73,66,74,1500000,1
3299,21,66,70,57,70,33,74,69,59,58,68,1500000,1
3300,29,81,55,61,70,67,76,69,44,59,68,1300000,1
3301,19,67,62,69,72,60,68,71,55,68,76,1200000,1
3302,27,71,34,53,48,70,72,39,39,63,61,1500000,1
3303,23,84,65,67,74,39,60,73,74,64,72,1700000,1
3304,22,71,29,43,47,70,73,38,21,51,53,1100000,1
3306,23,74,39,59,58,70,78,58,42,70,59,1300000,1
3307,31,47,53,62,63,67,79,58,59,70,74,950000,1
3308,21,65,47,56,63,70,80,60,30,60,66,1100000,1
3309,30,56,40,47,63,69,77,62,22,60,65,1100000,1
3310,26,93,67,56,74,33,61,74,28,36,72,2000000,1
3311,33,80,71,48,71,26,56,69,30,34,70,1100000,1
3312,23,88,70,58,75,31,58,74,49,51,73,1700000,1
3313,23,83,64,71,69,28,56,68,74,69,70,1700000,1
3314,29,61,25,43,47,71,70,36,27,53,58,1300000,1
3315,24,88,68,60,72,29,64,70,40,57,70,1900000,1
3316,21,85,68,66,73,54,57,71,71,65,70,1300000,1
3318,21,77,63,65,72,52,70,73,45,61,70,1300000,1
3319,25,78,69,60,72,29,66,72,33,62,71,1900000,1
3320,25,76,63,70,70,65,72,71,65,69,70,1700000,1
3321,24,54,51,64,64,69,80,68,59,68,66,1400000,1
3322,23,69,65,68,73,34,67,75,74,67,73,1500000,1
3323,24,53,73,49,62,29,74,63,27,47,68,1900000,1
3324,21,74,58,70,73,37,61,72,64,67,75,1500000,1
3325,25,74,41,69,70,70,75,68,64,71,70,1700000,1
3326,24,86,63,62,75,36,61,74,61,58,75,1900000,1
3327,28,87,68,67,75,29,62,72,56,64,73,1700000,1
3328,22,82,54,64,68,67,69,67,49,65,67,1100000,2
3329,20,81,51,58,69,67,69,69,40,59,67,1100000,1
3330,22,75,49,64,71,65,70,68,39,67,70,1300000,1
3332,22,84,63,63,72,32,72,71,51,60,72,1300000,1
3333,18,75,65,75,76,48,37,76,68,72,75,1200000,2
3334,31,67,71,62,66,43,68,67,68,53,65,1400000,1
3335,22,77,56,65,74,61,64,73,43,72,72,1300000,1
3336,26,69,26,42,47,73,74,38,32,49,54,1600000,1
3337,23,77,64,66,75,26,41,76,46,50,73,1500000,1
3338,25,57,34,44,45,71,79,40,29,54,55,1500000,1
3339,28,61,70,48,63,28,76,64,40,51,66,1700000,1
3341,28,53,61,59,55,69,87,53,40,57,59,1300000,2
3342,19,68,46,64,64,69,73,61,36,65,69,950000,1
3343,19,68,35,56,58,75,58,51,58,61,68,1000000,1
3344,21,84,66,61,73,28,55,70,32,60,74,1500000,1
3345,21,71,61,72,76,35,54,76,66,67,77,1500000,1
3346,21,82,65,62,75,29,49,75,48,59,73,1300000,1
3347,21,77,59,69,77,29,62,76,59,68,74,1500000,1
3348,20,51,48,55,62,70,84,63,33,63,66,1100000,1
3349,21,76,67,67,74,29,56,73,63,65,71,1300000,1
3350,28,76,72,71,74,32,65,73,63,72,76,1700000,1
3351,20,87,65,66,78,28,43,76,52,66,75,1500000,1
3352,19,70,42,62,66,69,68,60,46,69,72,950000,1
3353,18,82,67,64,72,33,61,73,55,59,70,1200000,1
3354,23,72,73,61,67,28,77,67,65,57,70,1700000,1
3355,22,82,70,56,67,28,61,63,40,48,67,1500000,1
3356,19,65,71,70,67,60,72,64,56,69,72,1200000,1
3357,24,85,67,66,71,46,54,68,60,73,71,1700000,1
3358,25,73,70,49,67,27,71,69,38,34,68,1900000,1
3359,21,75,71,51,61,30,66,59,41,41,62,1500000,1
3360,37,60,69,70,68,54,58,67,72,68,73,100000,2
3361,31,92,53,57,75,46,66,75,42,48,70,850000,1
3362,35,63,68,64,69,32,69,69,46,55,71,375000,2
3363,33,68,66,68,74,28,59,74,61,56,77,650000,1
3364,29,73,61,67,74,43,61,71,70,64,73,1000000,1
3365,35,39,46,60,61,70,70,60,64,75,62,150000,1
3366,33,37,73,63,62,46,79,60,44,51,69,650000,2
3367,34,68,41,64,62,69,67,57,56,64,64,300000,1
3368,33,54,69,72,65,69,67,61,76,73,70,425000,1
3370,32,50,50,71,65,71,70,60,50,75,73,675000,1
3371,33,62,62,68,64,67,70,61,63,70,69,375000,1
3373,34,61,48,67,50,70,62,35,58,68,64,300000,2
3374,29,63,70,66,69,33,59,69,71,64,70,1000000,2
3375,31,68,67,70,67,47,57,62,72,69,69,850000,2
3376,29,78,58,68,72,35,59,74,65,65,69,900000,1
3377,32,44,45,54,48,67,71,40,49,59,51,575000,1
3378,32,78,55,63,74,53,64,75,51,54,70,675000,3
3380,32,41,38,42,48,72,70,37,32,40,57,575000,2
3382,32,53,60,64,58,68,83,58,63,68,63,525000,2
3383,31,69,65,70,69,48,68,66,68,69,69,850000,2
3384,35,73,69,67,68,38,76,71,60,60,65,375000,1
3386,34,55,73,68,68,34,62,66,56,63,72,525000,2
3387,32,53,36,52,44,70,72,39,38,59,52,575000,2
3388,35,62,64,70,66,50,68,61,56,72,73,275000,2
3391,31,63,69,72,70,44,54,69,78,73,70,850000,2
3392,34,71,69,59,70,40,61,67,54,54,68,525000,2
3393,33,35,38,48,45,70,71,38,34,41,55,425000,2
3394,33,67,67,75,74,50,61,74,72,71,75,550000,2
3397,30,67,71,45,62,39,68,60,56,29,62,925000,1
3399,31,53,66,62,70,41,63,69,65,61,71,850000,3
3400,33,71,54,68,66,69,70,65,60,70,67,425000,2
3401,33,79,44,62,63,67,73,58,41,62,67,425000,2
3402,31,70,71,55,62,31,73,61,75,42,66,850000,1
3406,33,42,57,69,63,64,70,59,61,71,70,375000,2
3407,29,69,68,64,69,46,68,67,69,60,68,1000000,1
3408,30,81,65,58,68,31,71,67,50,50,70,925000,1
3409,29,76,66,65,72,31,74,74,42,61,72,1000000,1
3411,31,55,38,37,41,70,73,36,30,36,48,625000,2
3412,32,68,43,65,67,68,64,64,45,63,71,575000,1
3413,31,68,67,65,72,37,67,69,74,55,74,850000,2
3414,34,69,57,71,73,64,54,71,69,71,72,400000,1
3415,34,56,57,66,66,68,75,63,63,69,73,240000,1
3416,29,77,62,68,71,38,64,71,64,64,69,900000,2
3417,31,51,52,64,61,68,72,54,39,69,70,575000,1
3420,34,54,62,71,70,60,68,68,74,70,72,400000,1
3421,30,68,68,63,64,40,74,61,58,56,69,925000,1
3422,31,34,46,51,46,67,84,44,75,59,50,625000,1
3423,32,38,35,49,52,68,75,48,31,53,57,575000,2
3424,31,74,67,68,71,60,61,71,75,66,72,750000,1
3426,31,73,51,54,60,66,78,59,48,56,63,625000,1
3427,32,78,59,68,69,66,66,67,73,66,70,575000,1
3428,32,75,70,69,72,57,67,72,76,73,72,675000,1
3429,26,69,43,66,67,69,70,66,51,72,70,975000,1
3430,29,49,71,75,65,63,69,63,79,76,72,900000,2
3431,32,73,70,69,68,32,69,67,71,67,68,800000,1
3432,31,53,59,65,62,63,79,57,40,65,70,575000,2
3433,31,81,61,60,75,34,65,73,60,54,72,750000,2
3434,31,61,37,59,53,68,79,44,49,55,62,575000,2
3435,31,71,63,69,71,29,58,73,74,61,70,750000,2
3436,31,58,39,52,49,71,70,43,53,63,52,625000,1
3437,32,53,50,46,50,70,73,48,59,53,56,575000,2
3439,30,74,33,63,68,69,71,69,56,69,67,700000,2
3440,32,82,63,60,76,27,45,75,54,52,72,675000,2
3441,28,49,76,49,59,34,61,56,31,42,69,1100000,1
3442,31,73,70,66,69,44,75,68,60,59,70,750000,1
3443,31,39,62,77,62,33,60,65,74,75,51,850000,1
3444,31,65,60,68,68,64,72,67,44,64,74,575000,1
3445,30,70,47,59,58,70,69,47,38,62,65,700000,1
3446,30,63,54,64,59,69,72,56,63,67,65,700000,1
3447,35,60,76,62,70,28,50,68,59,43,78,375000,1
3448,32,73,69,54,64,38,64,65,51,52,61,800000,1
3449,30,67,59,69,69,68,72,69,60,71,68,825000,2
3450,28,60,42,55,40,69,73,22,23,67,60,825000,1
3452,27,77,72,65,75,40,67,76,56,62,75,1000000,1
3453,27,69,63,69,70,65,75,68,68,67,71,900000,2
3454,32,65,66,68,73,37,57,72,67,67,74,675000,1
3456,28,75,68,66,73,36,63,73,76,60,74,1100000,1
3457,29,78,66,67,69,47,65,68,56,65,68,900000,1
3458,27,53,55,54,46,71,75,38,44,66,51,900000,1
3459,29,53,56,63,62,69,73,59,60,65,66,725000,2
3461,29,66,65,70,72,45,57,72,66,71,72,900000,2
3462,34,59,65,71,68,60,68,66,76,70,70,400000,1
3463,31,75,62,67,70,38,57,69,26,67,74,750000,1
3464,29,76,69,67,69,43,68,69,66,66,69,1000000,1
3465,32,69,68,63,67,34,72,66,68,53,69,800000,1
3466,30,74,64,69,69,64,74,68,69,70,69,825000,1
3467,31,71,44,66,69,68,73,67,68,64,69,625000,1
3468,29,75,68,50,78,34,57,82,64,47,77,1000000,1
3469,35,59,60,60,50,71,81,47,68,59,55,150000,1
3470,31,59,42,46,55,67,76,54,34,52,56,625000,1
3471,38,48,65,72,69,76,63,66,74,62,72,1000,1
3472,27,80,63,65,72,45,68,73,59,61,69,1000000,1
3473,30,71,62,67,67,62,70,66,59,71,67,825000,1
3474,28,77,65,66,69,68,72,67,48,64,68,825000,1
3475,32,71,67,61,68,33,72,70,47,44,68,800000,2
3476,27,76,59,68,73,66,69,71,60,67,70,900000,1
3477,29,47,46,56,57,70,77,54,66,56,66,775000,1
3479,30,69,56,71,71,44,60,73,66,76,70,825000,2
3480,29,74,69,58,64,40,73,62,53,50,63,1000000,1
3481,29,76,66,72,68,63,64,63,68,72,72,900000,1
3482,33,71,68,66,72,36,65,71,68,60,73,650000,1
3483,32,46,42,51,48,68,75,42,46,57,50,575000,1
3485,33,65,63,66,68,68,67,68,55,68,69,375000,1
3486,28,60,66,70,69,64,69,67,74,71,71,950000,2
3489,30,55,71,58,62,48,76,64,47,52,61,925000,2
3491,31,68,58,68,68,64,71,65,64,71,71,750000,1
3492,29,74,45,57,60,70,72,59,31,56,63,775000,1
3494,27,77,42,62,66,66,75,67,51,66,63,900000,1
3495,28,65,69,59,68,41,71,66,51,56,68,1100000,2
3497,28,53,72,62,68,35,74,68,32,63,70,1100000,1
3498,27,72,70,61,71,30,66,70,43,45,72,1100000,2
3499,28,73,65,69,74,43,57,74,70,66,75,950000,2
3500,32,57,43,59,54,69,74,51,57,62,54,575000,1
3501,28,67,31,43,49,70,77,49,38,46,52,825000,2
3502,28,62,71,72,73,36,60,75,79,68,76,950000,1
3503,27,69,52,61,69,67,70,65,65,60,71,900000,1
3504,31,63,62,68,63,60,73,63,53,72,70,750000,1
3505,28,78,60,65,72,32,58,72,67,60,68,950000,1
3506,27,32,60,65,53,67,79,51,66,65,65,850000,1
3507,31,67,61,65,74,37,55,75,51,62,74,850000,1
3508,29,79,67,63,72,36,68,75,48,58,70,900000,1
3509,25,59,35,51,49,68,76,38,27,60,61,950000,2
3510,33,61,36,45,45,70,76,37,59,54,48,425000,2
3511,27,80,66,61,72,28,66,75,62,52,73,1000000,2
3512,31,89,66,63,72,37,52,69,57,64,69,850000,1
3513,27,56,43,48,47,70,77,43,25,62,54,900000,2
3514,31,79,60,67,66,63,77,67,62,64,65,750000,2
3516,29,72,58,66,69,67,71,66,45,72,68,900000,1
3517,26,67,46,55,56,68,77,54,24,56,63,975000,2
3518,32,66,47,50,51,71,73,48,58,54,50,575000,1
3519,29,83,49,67,70,65,79,66,65,66,70,775000,1
3520,28,70,64,71,69,29,47,69,71,69,69,950000,1
3521,29,84,63,60,75,32,65,76,36,56,72,900000,1
3522,28,77,53,65,72,68,67,71,32,62,69,825000,1
3523,33,67,45,50,52,70,75,52,30,41,49,425000,1
3524,31,65,39,64,62,68,63,57,25,65,68,625000,1
3525,25,60,32,40,42,69,74,39,26,57,50,950000,2
3526,27,75,68,61,74,42,69,73,71,53,75,1000000,1
3527,25,68,50,61,64,70,75,64,36,63,65,950000,2
3528,25,69,70,69,71,50,65,72,73,69,71,1200000,2
3529,29,58,70,74,73,47,61,73,75,75,75,900000,1
3530,30,68,66,58,65,36,74,62,59,49,69,925000,2
3531,32,81,65,65,69,32,65,69,61,64,67,675000,1
3532,33,70,61,57,56,66,72,48,54,54,63,425000,2
3533,31,50,71,55,62,33,71,64,64,50,67,850000,1
3534,28,53,40,55,48,69,75,42,40,69,52,825000,2
3535,31,63,63,67,76,28,52,78,58,61,74,750000,1
3536,34,55,46,53,58,75,74,52,42,56,66,300000,1
3537,30,57,38,50,42,69,76,24,35,54,59,700000,2
3538,28,54,44,50,46,69,73,37,30,50,58,825000,1
3539,31,66,70,75,70,45,62,69,71,74,74,750000,1
3540,26,54,40,40,48,70,71,43,29,50,54,975000,1
3541,27,88,64,54,80,28,50,80,61,44,78,1100000,1
3542,26,79,64,60,72,29,68,74,57,55,70,1200000,1
3544,30,63,56,57,56,70,74,56,44,63,58,700000,1
3545,26,80,63,67,69,67,67,66,66,68,68,1100000,1
3546,27,75,66,64,71,29,67,70,52,63,72,1100000,1
3547,24,87,73,49,64,29,65,62,26,55,65,1100000,1
3548,26,68,39,50,52,71,76,49,38,54,55,975000,1
3549,26,70,69,58,72,37,76,72,71,49,71,1200000,1
3550,26,82,70,55,66,28,67,65,59,42,63,1200000,2
3551,29,61,36,50,44,70,71,30,29,61,54,775000,1
3552,27,75,70,53,68,28,71,65,51,35,68,1100000,2
3553,27,81,59,66,68,68,66,70,59,58,62,1000000,1
3554,27,71,68,68,73,32,63,75,71,67,75,1100000,2
3555,26,78,68,63,71,31,72,70,59,59,75,1100000,1
3556,27,76,25,56,61,69,70,55,29,60,64,900000,1
3557,24,77,46,61,65,68,71,62,22,61,66,900000,2
3558,30,73,56,50,56,65,82,57,65,46,59,700000,1
3559,32,58,54,55,50,68,81,39,69,65,62,575000,1
3560,25,72,60,70,67,55,72,66,55,72,70,1100000,2
3562,25,87,42,54,66,70,72,67,32,49,66,950000,1
3563,25,81,61,62,77,56,67,78,60,58,73,1100000,1
3564,26,81,58,63,71,67,69,71,49,65,67,975000,1
3565,28,68,57,63,55,70,72,49,53,69,57,800000,1
3566,29,73,38,56,60,71,78,62,30,56,57,775000,1
3568,27,69,71,64,72,31,37,70,52,58,71,1100000,1
3569,27,84,50,65,73,26,54,72,53,57,69,1000000,1
3570,28,79,36,41,46,72,71,35,26,45,50,825000,1
3571,27,88,64,62,69,32,71,68,53,58,67,1000000,1
3572,26,84,69,64,70,37,63,71,56,54,67,1200000,1
3573,31,79,60,69,68,57,73,67,60,68,71,850000,1
3574,29,66,54,70,70,64,78,69,48,73,73,725000,1
3575,27,82,67,56,65,29,66,58,56,46,71,1100000,1
3576,27,75,55,63,68,68,74,68,45,65,67,900000,1
3577,26,74,43,60,61,68,74,56,38,64,67,975000,1
3578,31,70,69,64,69,39,68,70,67,63,67,850000,1
3579,28,91,69,62,75,33,52,75,52,57,70,950000,1
3580,26,68,58,63,63,67,77,65,35,65,71,925000,1
3581,26,66,45,63,67,69,73,63,44,65,70,925000,2
3582,29,73,62,67,74,40,62,74,53,68,73,900000,1
3583,28,57,72,72,71,67,71,73,72,72,72,825000,1
3584,25,77,78,66,69,53,68,69,72,62,67,1100000,1
3585,29,65,69,50,65,34,78,63,45,33,68,1000000,1
3586,26,71,64,69,68,62,64,64,68,69,72,1100000,1
3587,25,58,64,69,72,47,69,72,66,71,73,1100000,1
3588,32,56,50,62,63,67,74,60,43,66,68,525000,1
3589,27,68,52,70,66,63,76,60,72,73,74,1000000,1
3590,27,77,69,58,66,32,71,68,51,48,63,1100000,1
3593,30,70,39,55,53,74,75,47,42,59,55,700000,1
3594,29,69,59,70,70,60,69,66,72,71,72,900000,2
3595,28,47,44,58,52,69,68,44,72,61,63,825000,1
3596,27,79,64,70,71,27,59,69,60,58,72,1100000,1
3597,24,63,69,58,65,39,78,65,45,54,68,1100000,1
3598,26,62,27,50,48,70,70,37,28,48,63,975000,1
3599,27,74,54,64,70,72,62,71,42,77,78,900000,1
